BBL,ADDRESS,XCOORD,YCOORD
1004000039,56 AVENUE B,-73.982676,40.723506
1003740002,56 AVENUE C,-73.979834,40.722347
1004000001,58 AVENUE A,-73.984338,40.724442
1003740003,58 AVENUE C,-73.979791,40.722406
1003970038,6 AVENUE B,-73.983922,40.721738
1004310001,60 1 AVENUE,-73.986787,40.724681
1004000038,60 AVENUE B,-73.982608,40.723597
1003740004,60 AVENUE C,-73.979719,40.72245
1003960009,602 EAST 14 STREET,-73.977869,40.729105
1003940067,603 EAST 11 STREET,-73.979,40.727479
1003930009,604 EAST 11 STREET,-73.979172,40.727105
1003940012,604 EAST 12 STREET,-73.978256,40.727539
1003960010,604 EAST 14 STREET,-73.977207,40.728545
1003910009,604 EAST 9 STREET,-73.980039,40.725919
1003940066,605 EAST 11 STREET,-73.978902,40.727478
1003930010,606 EAST 11 STREET,-73.97909,40.727071
1003950009,606 EAST 13 STREET,-73.977684,40.727844
1003910010,606 EAST 9 STREET,-73.979965,40.725888
1003940065,607 EAST 11 STREET,-73.97882,40.727445
1003930011,608 EAST 11 STREET,-73.979013,40.727038
1003910011,608 EAST 9 STREET,-73.979886,40.725854
1003940064,609 EAST 11 STREET,-73.97874,40.727411
1003870015,610 EAST 5 STREET,-73.981581,40.723428
1003910012,610 EAST 9 STREET,-73.97981,40.725809
1003940063,611 EAST 11 STREET,-73.97866,40.727377
1003890055,611 EAST 6 STREET,-73.980761,40.724359
1003930014,612 EAST 11 STREET,-73.978857,40.726972
1003910013,612 EAST 9 STREET,-73.979733,40.725788
1003890054,613 EAST 6 STREET,-73.980686,40.724325
1003870017,614 EAST 5 STREET,-73.981445,40.723371
1003910014,614 EAST 9 STREET,-73.979546,40.72567
1003890053,615 EAST 6 STREET,-73.980605,40.724292
1003890052,617 EAST 6 STREET,-73.980527,40.72426
1003920053,617 EAST 9 STREET,-73.979263,40.726059
1003870157,619 EAST 5 STREET,-73.981007,40.723667
1003890051,619 EAST 6 STREET,-73.980448,40.724225
1003740005,62 AVENUE C,-73.979676,40.722506
1003930016,620 EAST 11 STREET,-73.978697,40.726905
1003950012,620 EAST 13 STREET,-73.977705,40.728142
1003870020,620 EAST 5 STREET,-73.980779,40.72309
1003870119,620 EAST 6 STREET,-73.980853,40.723917
1003940058,621 EAST 11 STREET,-73.978267,40.727213
1003890050,621 EAST 6 STREET,-73.980367,40.724191
1003930018,622 EAST 11 STREET,-73.978619,40.726872
1003940057,623 EAST 11 STREET,-73.978189,40.727179
1003890049,623 EAST 6 STREET,-73.980287,40.724156
1003930019,624 EAST 11 STREET,-73.978541,40.726839
1003910019,624 EAST 9 STREET,-73.979336,40.725649
1003890048,625 EAST 6 STREET,-73.980208,40.724124
1003960020,626 EAST 14 STREET,-73.976781,40.728591
1003910020,626 EAST 9 STREET,-73.979275,40.725597
1003890047,627 EAST 6 STREET,-73.98013,40.724091
1003920048,627 EAST 9 STREET,-73.979026,40.725959
1003930021,628 EAST 11 STREET,-73.978384,40.726772
1003910021,628 EAST 9 STREET,-73.979188,40.72556
1003870153,629 EAST 5 STREET,-73.980719,40.723546
1003890046,629 EAST 6 STREET,-73.980052,40.724058
1003750042,63 AVENUE D,-73.97747,40.722162
1003930022,630 EAST 11 STREET,-73.978303,40.726738
1003870124,630 EAST 6 STREET,-73.980456,40.72375
1003910022,630 EAST 9 STREET,-73.9791,40.725523
1003940053,631 EAST 11 STREET,-73.977895,40.727056
1003890045,631 EAST 6 STREET,-73.979974,40.724026
1003930023,632 EAST 11 STREET,-73.978185,40.726688
1003940052,633 EAST 11 STREET,-73.977795,40.727014
1003890044,633 EAST 6 STREET,-73.979896,40.723994
1003940050,635 EAST 11 STREET,-73.977716,40.726981
1003890043,635 EAST 6 STREET,-73.979819,40.723959
1003920045,635 EAST 9 STREET,-73.978695,40.725819
1003930025,636 EAST 11 STREET,-73.978068,40.726639
1003870127,636 EAST 6 STREET,-73.980323,40.723694
1003870144,637 EAST 5 STREET,-73.980324,40.723381
1003890042,637 EAST 6 STREET,-73.979737,40.723926
1003930026,638 EAST 11 STREET,-73.977988,40.726605
1003940028,638 EAST 12 STREET,-73.977686,40.727299
1003960026,638 EAST 14 STREET,-73.976474,40.728462
1003870128,638 EAST 6 STREET,-73.980255,40.723665
1003890041,639 EAST 6 STREET,-73.979657,40.723892
1003740006,64 AVENUE C,-73.979613,40.722593
1003930027,640 EAST 11 STREET,-73.977908,40.726572
1003960027,640 EAST 14 STREET,-73.976388,40.728426
1003870129,640 EAST 6 STREET,-73.980156,40.723624
1003940048,641 EAST 11 STREET,-73.977597,40.726931
1003920042,641 EAST 9 STREET,-73.978514,40.725744
1003960028,642 EAST 14 STREET,-73.976302,40.728389
1003890038,643 EAST 6 STREET,-73.979466,40.723823
1003920041,643 EAST 9 STREET,-73.978434,40.72571
1003870131,644 EAST 6 STREET,-73.97999,40.723554
1003890036,645 EAST 6 STREET,-73.979333,40.723767
1003920040,645 EAST 9 STREET,-73.978355,40.725677
1003940032,646 EAST 12 STREET,-73.977413,40.727185
1003920039,647 EAST 9 STREET,-73.978276,40.725643
1003870035,65 AVENUE C,-73.980168,40.722754
1003750041,65 AVENUE D,-73.977426,40.722223
1003940034,650 EAST 12 STREET,-73.977254,40.727117
1003870133,650 EAST 6 STREET,-73.979857,40.7235
1003870143,653 EAST 5 STREET,-73.979923,40.723097
1004320001,66 1 AVENUE,-73.985552,40.72535
1003870034,67 AVENUE C,-73.980105,40.722841
1003750039,67 AVENUE D,-73.97738,40.722303
1003870033,69 AVENUE C,-73.980062,40.722901
1004290041,7 AVENUE A,-73.98634,40.722614
1003760063,701 EAST 6 STREET,-73.978835,40.723508
1003740008,702 EAST 5 STREET,-73.979548,40.722683
1003760062,703 EAST 6 STREET,-73.97873,40.723499
1003740012,706 EAST 5 STREET,-73.979356,40.722486
1003750063,709 EAST 5 STREET,-73.979055,40.722849
1003760058,709 EAST 6 STREET,-73.978461,40.723385
1003790059,709 EAST 9 STREET,-73.977267,40.72522
1003780010,712 EAST 9 STREET,-73.977577,40.724871
1003790057,713 EAST 9 STREET,-73.977135,40.725165
1003750062,715 EAST 5 STREET,-73.978849,40.722766
1003750061,717 EAST 5 STREET,-73.978768,40.722732
1003790053,717 EAST 9 STREET,-73.976916,40.725073
1003760054,719 EAST 6 STREET,-73.978188,40.72327
1003750001,72 AVENUE C,-73.978735,40.72297
1003780017,720 EAST 9 STREET,-73.976849,40.724438
1003750045,721 EAST 5 STREET,-73.978074,40.722429
1003760053,721 EAST 6 STREET,-73.978107,40.723236
1003740020,724 EAST 5 STREET,-73.978701,40.722017
1003760044,725 EAST 6 STREET,-73.977742,40.723082
1003790051,725 EAST 9 STREET,-73.976641,40.724957
1003870141,73 AVENUE C,-73.979865,40.723174
1003810038,730 EAST 12 STREET,-73.975058,40.726009
1003790048,733 EAST 9 STREET,-73.976473,40.724886
1003740025,734 EAST 5 STREET,-73.978369,40.722067
1003790045,735 EAST 9 STREET,-73.976315,40.72482
1003740027,736 EAST 5 STREET,-73.978276,40.722028
1003740028,738 EAST 5 STREET,-73.978184,40.721989
1003750028,738 EAST 6 STREET,-73.977943,40.722733
1004010001,74 AVENUE A,-73.983899,40.725043
1003750029,740 EAST 6 STREET,-73.977892,40.72267
1003790044,741 EAST 9 STREET,-73.976161,40.724755
1003740029,742 EAST 5 STREET,-73.978103,40.721954
1003750030,742 EAST 6 STREET,-73.977787,40.722626
1003780028,742 EAST 9 STREET,-73.976341,40.724363
1003760043,743 EAST 6 STREET,-73.977382,40.72293
1003740030,744 EAST 5 STREET,-73.978033,40.721925
1003780029,744 EAST 9 STREET,-73.976262,40.72433
1003760041,745 EAST 6 STREET,-73.977267,40.722882
1003750032,746 EAST 6 STREET,-73.977682,40.722581
1003780030,746 EAST 9 STREET,-73.976184,40.724296
1004010041,76 AVENUE B,-73.982255,40.724082
1003870140,77 AVENUE C,-73.979802,40.723262
1003760039,77 AVENUE D,-73.977033,40.722675
1004290064,78 EAST 1 STREET,-73.987933,40.723235
1004320035,79 AVENUE A,-73.984527,40.725113
1003870135,79 AVENUE C,-73.979681,40.723424
1003760033,79 AVENUE D,-73.976974,40.722881
1004320034,81 AVENUE A,-73.984522,40.725195
1004010038,82 AVENUE B,-73.982123,40.724264
1004010037,84 AVENUE B,-73.982039,40.72431
1004360060,85 ST MARK'S PLACE,-73.98501,40.727675
1004010035,86 AVENUE B,-73.981991,40.724377
1004360057,87 ST MARK'S PLACE,-73.984871,40.727628
1004290040,9 AVENUE A,-73.986327,40.722664
1003840006,9 AVENUE B,-73.983391,40.721683
1003720041,9 AVENUE D,-73.978856,40.720353
1004010033,90 AVENUE B,-73.981941,40.724468
1003760032,91 AVENUE D,-73.976731,40.72305
1004340010,92 EAST 7 STREET,-73.985472,40.726635
1004350010,92 ST MARK'S PLACE,-73.985058,40.727288
1003890001,93 AVENUE B,-73.981329,40.724481
1003770045,93 AVENUE D,-73.976635,40.72329
1004350057,93 EAST 7 STREET,-73.98526,40.72694
1004360056,93 ST MARK'S PLACE,-73.984712,40.72761
1004020001,94 AVENUE A,-73.98363,40.725481
1004020043,94 AVENUE B,-73.981767,40.724672
1003760003,94 AVENUE C,-73.978931,40.723622
1004340011,94 EAST 7 STREET,-73.985405,40.726607
1004350011,94 ST MARK'S PLACE,-73.984985,40.727257
1004340036,95 AVENUE A,-73.98412,40.725658
1003890002,95 AVENUE B,-73.981291,40.724534
1004350056,95 EAST 7 STREET,-73.985128,40.726963
1004360052,95 ST MARK'S PLACE,-73.984522,40.727529
1004020042,96 AVENUE B,-73.98173,40.724724
1003760004,96 AVENUE C,-73.978841,40.723657
1004340012,96 EAST 7 STREET,-73.985331,40.726576
1004350012,96 ST MARK'S PLACE,-73.984928,40.727195
1004350054,97 1/2 EAST 7 STREET,-73.984982,40.726901
1004340035,97 AVENUE A,-73.984129,40.725739
1004350055,97 EAST 7 STREET,-73.985051,40.72693
1004020003,98 AVENUE A,-73.983502,40.725658
1004020041,98 AVENUE B,-73.981704,40.724791
1003760005,98 AVENUE C,-73.978782,40.723738
1004340013,98 EAST 7 STREET,-73.985249,40.726541
1004350013,98 ST MARK'S PLACE,-73.984845,40.72716
1004340034,99 AVENUE A,-73.984086,40.725797
1003890032,99 AVENUE C,-73.979255,40.723992
1004290012,99 EAST 2 STREET,-73.98763,40.723559
1004350053,99 EAST 7 STREET,-73.98491,40.726871
