BBL,ADDRESS,XCOORD,YCOORD
1003760023,262 EAST 7 STREET,-73.977637,40.72333
1004380046,263 EAST 10 STREET,-73.983266,40.728522
1003770056,263 EAST 7 STREET,-73.977364,40.723692
1004370013,264 EAST 10 STREET,-73.983749,40.728248
1003720068,264 EAST 2 STREET,-73.980549,40.721042
1003760024,264 EAST 7 STREET,-73.977564,40.723299
1004380045,265 EAST 10 STREET,-73.983189,40.728489
1003770055,265 EAST 7 STREET,-73.977287,40.72366
1003760025,266 EAST 7 STREET,-73.97749,40.723268
1004380044,267 EAST 10 STREET,-73.983111,40.728456
1003770054,267 EAST 7 STREET,-73.977214,40.723629
1004370015,268 EAST 10 STREET,-73.983594,40.728183
1003860020,268 EAST 4 STREET,-73.981531,40.722618
1003760026,268 EAST 7 STREET,-73.977417,40.723237
1004380043,269 EAST 10 STREET,-73.983032,40.728423
1003770053,269 EAST 7 STREET,-73.977144,40.7236
1003850005,27 AVENUE B,-73.9829,40.722396
1003850036,27 AVENUE C,-73.981029,40.721552
1004370016,270 EAST 10 STREET,-73.983519,40.728145
1003720064,270 EAST 2 STREET,-73.980363,40.720972
1003720008,270 EAST 3 STREET,-73.980615,40.721451
1003860021,270 EAST 4 STREET,-73.981451,40.722585
1003760027,270 EAST 7 STREET,-73.977346,40.723207
1004380042,271 EAST 10 STREET,-73.982954,40.728389
1003870049,271 EAST 4 STREET,-73.981262,40.722989
1003770052,271 EAST 7 STREET,-73.977072,40.72357
1003720009,272 EAST 3 STREET,-73.980535,40.721418
1003860022,272 EAST 4 STREET,-73.981376,40.722553
1003760028,272 EAST 7 STREET,-73.977263,40.723172
1004380041,273 EAST 10 STREET,-73.982875,40.728356
1003770051,273 EAST 7 STREET,-73.977004,40.723541
1004370018,274 EAST 10 STREET,-73.983361,40.728075
1003720060,274 EAST 2 STREET,-73.979939,40.720873
1003720010,274 EAST 3 STREET,-73.980458,40.721385
1003860033,274 EAST 4 STREET,-73.981022,40.722225
1003760030,274 EAST 7 STREET,-73.977168,40.723132
1004380040,275 EAST 10 STREET,-73.982796,40.728322
1003770050,275 EAST 7 STREET,-73.976934,40.723511
1009900001,276 AVENUE C,-73.973323,40.729167
1004370019,276 EAST 10 STREET,-73.983277,40.728051
1003720011,276 EAST 3 STREET,-73.980385,40.721354
1003760031,276 EAST 7 STREET,-73.977073,40.723092
1004380039,277 EAST 10 STREET,-73.982715,40.728289
1003870048,277 EAST 4 STREET,-73.981028,40.72289
1004370020,278 EAST 10 STREET,-73.983198,40.728018
1003720012,278 EAST 3 STREET,-73.98029,40.721283
1004380038,279 EAST 10 STREET,-73.982636,40.728255
1003730064,279 EAST 3 STREET,-73.979995,40.721657
1003870047,279 EAST 4 STREET,-73.980949,40.722857
1003980002,28 AVENUE A,-73.985216,40.72318
1003980033,28 AVENUE B,-73.983381,40.722487
1004370021,280 EAST 10 STREET,-73.983079,40.727968
1003760132,280 EAST 7 STREET,-73.976882,40.723114
1003720014,282 EAST 3 STREET,-73.98015,40.721224
1003870044,283 EAST 4 STREET,-73.980754,40.722775
1004370023,284 EAST 10 STREET,-73.982959,40.727917
1003730063,285 EAST 3 STREET,-73.979856,40.721599
1004370024,286 EAST 10 STREET,-73.98288,40.727884
1003720056,286 EAST 2 STREET,-73.979694,40.72069
1003720016,286 EAST 3 STREET,-73.980047,40.721181
1003730062,287 EAST 3 STREET,-73.979788,40.72157
1003870043,287 EAST 4 STREET,-73.980641,40.722727
1003720017,288 EAST 3 STREET,-73.979967,40.721147
1003730061,289 EAST 3 STREET,-73.97972,40.721542
1003870042,289 EAST 4 STREET,-73.980564,40.722694
1003850035,29 AVENUE C,-73.980982,40.721617
1003720055,290 EAST 2 STREET,-73.979531,40.720622
1003720018,290 EAST 3 STREET,-73.979892,40.721116
1004380032,291 EAST 10 STREET,-73.982429,40.72814
1003730060,291 EAST 3 STREET,-73.979655,40.721514
1003870041,291 EAST 4 STREET,-73.98048,40.722659
1009900070,292 AVENUE C,-73.973546,40.730329
1003720019,292 EAST 3 STREET,-73.979821,40.721085
1004040059,293 EAST 10 STREET,-73.981965,40.72792
1004040058,295 EAST 10 STREET,-73.981844,40.727946
1004040057,297 EAST 10 STREET,-73.981766,40.727916
1003730057,297 EAST 3 STREET,-73.979441,40.721424
1003720052,298 EAST 2 STREET,-73.979335,40.720539
1003720022,298 EAST 3 STREET,-73.979608,40.720995
1004040056,299 EAST 10 STREET,-73.981691,40.727883
1003730056,299 EAST 3 STREET,-73.97937,40.721394
1003910059,299 EAST 8 STREET,-73.980173,40.725671
1003980032,30 AVENUE B,-73.983337,40.722546
1003720051,300 EAST 2 STREET,-73.979253,40.720504
1003720023,300 EAST 3 STREET,-73.979536,40.720965
1003860036,300 EAST 4 STREET,-73.980524,40.72228
1004040055,301 EAST 10 STREET,-73.981628,40.727833
1003730055,301 EAST 3 STREET,-73.979301,40.721364
1003720049,302 EAST 2 STREET,-73.979137,40.720455
1003720024,302 EAST 3 STREET,-73.979429,40.72092
1004040054,303 EAST 10 STREET,-73.981549,40.7278
1003730054,303 EAST 3 STREET,-73.979223,40.721332
1003910057,303 EAST 8 STREET,-73.980026,40.725602
1003900009,304 EAST 8 STREET,-73.980288,40.725236
1004040053,305 EAST 10 STREET,-73.981452,40.727784
1003730053,305 EAST 3 STREET,-73.979145,40.721299
1003720026,306 EAST 3 STREET,-73.979217,40.72083
1004040052,307 EAST 10 STREET,-73.98137,40.727755
1003730051,307 EAST 3 STREET,-73.979068,40.721266
1003740065,307 EAST 4 STREET,-73.979578,40.722272
1003910056,307 EAST 8 STREET,-73.979904,40.725557
1003900011,308 EAST 8 STREET,-73.979805,40.725029
1004040051,309 EAST 10 STREET,-73.981299,40.727715
1003910055,309 EAST 8 STREET,-73.979829,40.725518
1003850034,31 AVENUE C,-73.980934,40.721684
1003730008,310 EAST 4 STREET,-73.979786,40.721879
1004040050,311 EAST 10 STREET,-73.981231,40.727666
1003730049,311 EAST 3 STREET,-73.978953,40.721218
1003910054,311 EAST 8 STREET,-73.979773,40.725463
1004040049,313 EAST 10 STREET,-73.981151,40.727632
1003910053,313 EAST 8 STREET,-73.979709,40.725437
1003720030,314 EAST 3 STREET,-73.979039,40.720755
1004040048,315 EAST 10 STREET,-73.981072,40.727599
1003910052,315 EAST 8 STREET,-73.979644,40.725409
1003720031,316 EAST 3 STREET,-73.978924,40.720694
1004040047,317 EAST 10 STREET,-73.980995,40.727566
1003730046,317 EAST 3 STREET,-73.978796,40.721152
1003910051,317 EAST 8 STREET,-73.979578,40.725381
1004040046,319 EAST 10 STREET,-73.980916,40.727533
1003910050,319 EAST 8 STREET,-73.979474,40.725366
1003980004,32 AVENUE A,-73.985227,40.723288
1003980031,32 AVENUE B,-73.983294,40.722605
1003720033,320 EAST 3 STREET,-73.978795,40.7207
1003730013,320 EAST 4 STREET,-73.979512,40.721764
1004040045,321 EAST 10 STREET,-73.980848,40.727485
1003720034,322 EAST 3 STREET,-73.978695,40.720669
1003730014,322 EAST 4 STREET,-73.979444,40.721735
1004040044,323 EAST 10 STREET,-73.98076,40.727466
1003910048,323 EAST 8 STREET,-73.979371,40.725334
1003730015,324 EAST 4 STREET,-73.979371,40.721704
1003900020,324 EAST 8 STREET,-73.979513,40.724969
1004040043,325 EAST 10 STREET,-73.980679,40.727433
1003910047,325 EAST 8 STREET,-73.97928,40.725295
1003730016,326 EAST 4 STREET,-73.979299,40.721674
1004040042,327 EAST 10 STREET,-73.980599,40.727399
1003730040,327 EAST 3 STREET,-73.978421,40.720894
1003910045,327 EAST 8 STREET,-73.979158,40.725244
1003730017,328 EAST 4 STREET,-73.979227,40.721643
1004040041,329 EAST 10 STREET,-73.980521,40.727366
1003730018,330 EAST 4 STREET,-73.979155,40.721613
1003900023,330 EAST 8 STREET,-73.979335,40.724835
1004040039,331 EAST 10 STREET,-73.980401,40.727315
1003730019,332 EAST 4 STREET,-73.979047,40.721568
1003900024,334 EAST 8 STREET,-73.979198,40.724777
1004040038,335 EAST 10 STREET,-73.980282,40.727266
1003730021,336 EAST 4 STREET,-73.978906,40.721508
1004040037,337 EAST 10 STREET,-73.980205,40.727232
1003910041,337 EAST 8 STREET,-73.978806,40.725095
1004040036,339 EAST 10 STREET,-73.980125,40.727199
1003980005,34 AVENUE A,-73.985189,40.723342
1003980029,34 AVENUE B,-73.983251,40.722665
1003730023,340 EAST 4 STREET,-73.978726,40.721432
1004040035,341 EAST 10 STREET,-73.980069,40.727136
1009780001,342 1 AVENUE,-73.97698,40.734876
1004040034,343 EAST 10 STREET,-73.979998,40.727106
1004040033,345 EAST 10 STREET,-73.97992,40.727073
1003740047,345 EAST 4 STREET,-73.978348,40.72175
1003730026,346 EAST 4 STREET,-73.978572,40.721367
1003740046,347 EAST 4 STREET,-73.978275,40.721718
1003920009,348 EAST 10 STREET,-73.979666,40.726571
1003930061,349 EAST 10 STREET,-73.979342,40.726871
1003730034,35 AVENUE D,-73.978142,40.721168
1003920010,350 EAST 10 STREET,-73.979495,40.726308
1003740043,353 EAST 4 STREET,-73.978136,40.72166
1003770009,354 EAST 8 STREET,-73.978158,40.724364
1003930056,355 EAST 10 STREET,-73.979028,40.726738
1003770010,356 EAST 8 STREET,-73.978115,40.724322
1003980006,36 AVENUE A,-73.985128,40.723424
1003930055,361 EAST 10 STREET,-73.978829,40.726654
1003920016,362 EAST 10 STREET,-73.979136,40.726305
1003920017,364 EAST 10 STREET,-73.978898,40.726206
1003930051,367 EAST 10 STREET,-73.978688,40.726594
1003770016,368 EAST 8 STREET,-73.977696,40.724146
1003860001,37 AVENUE B,-73.982628,40.722694
1003730032,37 AVENUE D,-73.978138,40.72126
1003930049,371 EAST 10 STREET,-73.978562,40.726541
1003920022,374 EAST 10 STREET,-73.978622,40.726089
1003930048,375 EAST 10 STREET,-73.978466,40.726501
1003930047,377 EAST 10 STREET,-73.978394,40.72647
1003930046,379 EAST 10 STREET,-73.978316,40.726437
1003990038,38 AVENUE B,-73.983103,40.722857
1003730069,38 AVENUE C,-73.980274,40.721696
1003920025,380 EAST 10 STREET,-73.978505,40.72604
1003930045,381 EAST 10 STREET,-73.978238,40.726405
1003920026,382 EAST 10 STREET,-73.978426,40.726007
1003920027,384 EAST 10 STREET,-73.978228,40.725924
1003770026,388 EAST 8 STREET,-73.976969,40.72384
1003930040,391 EAST 10 STREET,-73.977834,40.726233
1003780043,393 EAST 8 STREET,-73.976503,40.724124
1003770030,394 EAST 8 STREET,-73.976736,40.723742
1004300001,40 1 AVENUE,-73.986936,40.723868
1003990037,40 AVENUE B,-73.983059,40.722918
1003730001,40 AVENUE C,-73.980209,40.721784
1003790009,400 EAST 10 STREET,-73.977271,40.725624
1003790010,402 EAST 10 STREET,-73.977258,40.72551
1004390009,402 EAST 12 STREET,-73.983209,40.729707
1004360007,402 EAST 9 STREET,-73.984594,40.727903
1003790011,404 EAST 10 STREET,-73.977178,40.725476
1004380010,404 EAST 11 STREET,-73.983644,40.728993
1004390010,404 EAST 12 STREET,-73.983021,40.729384
1004360008,404 EAST 9 STREET,-73.98455,40.727847
1004340055,405 EAST 6 STREET,-73.985636,40.726409
1003790012,406 EAST 10 STREET,-73.977075,40.725433
1004380011,406 EAST 11 STREET,-73.983566,40.72896
1004400011,406 EAST 13 STREET,-73.982738,40.730337
1004410010,406 EAST 14 STREET,-73.98218,40.730668
1004360009,406 EAST 9 STREET,-73.98445,40.727804
1004340054,407 EAST 6 STREET,-73.985569,40.726381
1004380012,408 EAST 11 STREET,-73.983489,40.728927
1004400012,408 EAST 13 STREET,-73.98264,40.730322
1004340053,409 EAST 6 STREET,-73.985484,40.726345
1003860003,41 AVENUE B,-73.982541,40.722814
1003740041,41 AVENUE D,-73.977947,40.721498
1003790014,410 EAST 10 STREET,-73.976981,40.725393
1004380013,410 EAST 11 STREET,-73.983409,40.728894
1004400014,410 EAST 13 STREET,-73.982578,40.730194
1004400054,411 EAST 12 STREET,-73.982778,40.729876
1004340051,411 EAST 6 STREET,-73.985379,40.7263
1004370047,411 EAST 9 STREET,-73.984075,40.728088
1003790015,412 EAST 10 STREET,-73.976887,40.725354
1004380014,412 EAST 11 STREET,-73.983329,40.72886
1004360012,412 EAST 9 STREET,-73.984264,40.727722
1004400053,413 EAST 12 STREET,-73.982661,40.7299
1004370046,413 EAST 9 STREET,-73.983995,40.728054
1004380015,414 EAST 11 STREET,-73.983251,40.728827
1004410012,414 EAST 14 STREET,-73.981969,40.730835
1004400052,415 EAST 12 STREET,-73.982589,40.729861
1004340050,415 EAST 6 STREET,-73.98529,40.726263
1004370045,415 EAST 9 STREET,-73.983914,40.72802
1003790017,416 EAST 10 STREET,-73.976752,40.725297
1004400018,416 EAST 13 STREET,-73.982449,40.730138
1004360014,416 EAST 9 STREET,-73.984144,40.727671
1004400051,417 EAST 12 STREET,-73.982506,40.729834
1004340049,417 EAST 6 STREET,-73.985216,40.726232
1004370044,417 EAST 9 STREET,-73.983836,40.727988
1004360017,418 1/2 EAST 9 STREET,-73.984005,40.727581
1004390017,418 EAST 12 STREET,-73.982472,40.729153
1004410016,418 EAST 14 STREET,-73.981774,40.730713
1004360016,418 EAST 9 STREET,-73.984065,40.727606
1004400050,419 EAST 12 STREET,-73.982429,40.729802
1004340048,419 EAST 6 STREET,-73.985147,40.726203
1004370043,419 EAST 9 STREET,-73.983759,40.727955
1003990001,42 AVENUE A,-73.984888,40.723685
1003990036,42 AVENUE B,-73.983016,40.722976
1003730002,42 AVENUE C,-73.980044,40.721957
1003790019,420 EAST 10 STREET,-73.976638,40.725249
1004380018,420 EAST 11 STREET,-73.983015,40.728727
1004400019,420 EAST 13 STREET,-73.982321,40.730088
1004360018,420 EAST 9 STREET,-73.983951,40.727565
1004400049,421 EAST 12 STREET,-73.982354,40.72977
1004340046,421 EAST 6 STREET,-73.984984,40.726237
1004370042,421 EAST 9 STREET,-73.983684,40.727917
1003790020,422 EAST 10 STREET,-73.976557,40.725215
1004380019,422 EAST 11 STREET,-73.982937,40.728694
1004410018,422 EAST 14 STREET,-73.981626,40.730633
1004360019,422 EAST 9 STREET,-73.983892,40.72754
1004400048,423 EAST 12 STREET,-73.982277,40.729738
1004370041,423 EAST 9 STREET,-73.983621,40.727887
1003790021,424 EAST 10 STREET,-73.976455,40.725173
1004380020,424 EAST 11 STREET,-73.982858,40.72866
1004400021,424 EAST 13 STREET,-73.982194,40.730036
1004410019,424 EAST 14 STREET,-73.981547,40.730599
1004360020,424 EAST 9 STREET,-73.983802,40.727503
1004400047,425 EAST 12 STREET,-73.982199,40.729705
1004340045,425 EAST 6 STREET,-73.984943,40.726117
1004370040,425 EAST 9 STREET,-73.983568,40.727864
1004380021,426 EAST 11 STREET,-73.98278,40.728627
1004410020,426 EAST 14 STREET,-73.981399,40.730518
1004360022,426 EAST 9 STREET,-73.983709,40.727456
1004400046,427 EAST 12 STREET,-73.982123,40.729673
1004340044,427 EAST 6 STREET,-73.984864,40.726083
1004370039,427 EAST 9 STREET,-73.983515,40.727842
1003790023,428 EAST 10 STREET,-73.976328,40.72512
1004380022,428 EAST 11 STREET,-73.982701,40.728594
1004400022,428 EAST 13 STREET,-73.982092,40.729993
1004360023,428 EAST 9 STREET,-73.983631,40.727423
1004400044,429 EAST 12 STREET,-73.982079,40.729597
1004340043,429 EAST 6 STREET,-73.984786,40.72605
1004370038,429 EAST 9 STREET,-73.983442,40.727823
1004310031,43 AVENUE A,-73.985468,40.72397
1003860038,43 AVENUE C,-73.980613,40.722158
1004380023,430 EAST 11 STREET,-73.98262,40.72856
1004400023,430 EAST 13 STREET,-73.982014,40.72996
1004360024,430 EAST 9 STREET,-73.983551,40.72739
1004340042,431 EAST 6 STREET,-73.984705,40.726016
1004370037,431 EAST 9 STREET,-73.983364,40.72779
1004380024,432 EAST 11 STREET,-73.982541,40.728525
1004400024,432 EAST 13 STREET,-73.981899,40.729911
1004410023,432 EAST 14 STREET,-73.981252,40.730289
1004360025,432 EAST 9 STREET,-73.983473,40.727356
1004340041,433 EAST 6 STREET,-73.984626,40.725983
1004370036,433 EAST 9 STREET,-73.983285,40.727757
1003790025,434 EAST 10 STREET,-73.97619,40.725062
1004380025,434 EAST 11 STREET,-73.982457,40.72849
1004360026,434 EAST 9 STREET,-73.983394,40.727323
1004400042,435 EAST 12 STREET,-73.981817,40.729544
1004340040,435 EAST 6 STREET,-73.984547,40.725949
1004370035,435 EAST 9 STREET,-73.983205,40.727723
1003790027,436 EAST 10 STREET,-73.975886,40.724938
1004390026,436 EAST 12 STREET,-73.982096,40.728995
1004400026,436 EAST 13 STREET,-73.981785,40.729863
1004360027,436 EAST 9 STREET,-73.983315,40.72729
1004400040,437 EAST 12 STREET,-73.981703,40.729496
1004340039,437 EAST 6 STREET,-73.984468,40.725916
1004370034,437 EAST 9 STREET,-73.983124,40.727689
1004400027,438 EAST 13 STREET,-73.981708,40.729831
1004360028,438 EAST 9 STREET,-73.98317,40.727341
1004340038,439 EAST 6 STREET,-73.984389,40.725883
1004370033,439 EAST 9 STREET,-73.983045,40.727656
1003990035,44 AVENUE B,-73.982974,40.723034
1004390027,440 EAST 12 STREET,-73.981817,40.729115
1004400028,440 EAST 13 STREET,-73.981632,40.729799
1004340037,441 EAST 6 STREET,-73.98431,40.725849
1004400029,442 EAST 13 STREET,-73.981556,40.729767
1004340136,443 EAST 6 STREET,-73.984282,40.725727
1004400030,444 EAST 13 STREET,-73.981479,40.729735
1004400031,446 EAST 13 STREET,-73.981209,40.729746
1003860005,45 AVENUE B,-73.98248,40.722923
1003740037,45 AVENUE D,-73.977831,40.721658
1003990033,46 AVENUE B,-73.982911,40.723121
1021110041,463 WEST 164 STREET,-73.938022,40.837142
1003860007,49 AVENUE B,-73.982431,40.72299
1004290042,5 AVENUE A,-73.98641,40.722564
1003990030,50 AVENUE B,-73.982823,40.723242
1004040005,502 EAST 11 STREET,-73.981516,40.728115
1004050009,502 EAST 12 STREET,-73.981037,40.728795
1004060063,503 EAST 12 STREET,-73.980907,40.729079
1004020064,503 EAST 6 STREET,-73.983425,40.72548
1004040006,504 EAST 11 STREET,-73.981413,40.728048
1004050010,504 EAST 12 STREET,-73.980978,40.72869
1004070010,504 EAST 14 STREET,-73.979981,40.729941
1004010012,504 EAST 6 STREET,-73.983613,40.725081
1004060062,505 EAST 12 STREET,-73.980837,40.72905
1004020063,505 EAST 6 STREET,-73.983347,40.725447
1004060009,506 EAST 13 STREET,-73.980509,40.72933
1004000009,506 EAST 5 STREET,-73.984047,40.724482
1004010013,506 EAST 6 STREET,-73.983533,40.725048
1004050058,507 EAST 11 STREET,-73.981182,40.728442
1004060061,507 EAST 12 STREET,-73.980716,40.729082
1004010060,507 EAST 5 STREET,-73.983787,40.724842
1004020062,507 EAST 6 STREET,-73.983269,40.725414
1004050012,508 EAST 12 STREET,-73.980859,40.72864
1004000010,508 EAST 5 STREET,-73.983968,40.724449
1004010014,508 EAST 6 STREET,-73.983454,40.725015
1004050057,509 EAST 11 STREET,-73.981103,40.728409
1004060060,509 EAST 12 STREET,-73.980637,40.729049
1004010059,509 EAST 5 STREET,-73.983707,40.724808
1004020061,509 EAST 6 STREET,-73.983189,40.725381
1004310025,51 AVENUE A,-73.985297,40.724206
1003860008,51 AVENUE B,-73.982401,40.723031
1004040009,510 EAST 11 STREET,-73.981276,40.728018
1004050013,510 EAST 12 STREET,-73.980761,40.728598
1004060011,510 EAST 13 STREET,-73.98039,40.72928
1004070013,510 EAST 14 STREET,-73.979822,40.729874
1004000011,510 EAST 5 STREET,-73.98389,40.724416
1004010015,510 EAST 6 STREET,-73.983336,40.724965
1004060059,511 EAST 12 STREET,-73.980558,40.729015
1004010058,511 EAST 5 STREET,-73.983629,40.724776
1004020060,511 EAST 6 STREET,-73.983111,40.725348
1004040010,512 EAST 11 STREET,-73.981201,40.727988
1004050014,512 EAST 12 STREET,-73.980682,40.728565
1004060012,512 EAST 13 STREET,-73.980293,40.729239
1004070014,512 EAST 14 STREET,-73.979709,40.729826
1004000012,512 EAST 5 STREET,-73.983812,40.724383
1004060058,513 EAST 12 STREET,-73.980479,40.728982
1004070054,513 EAST 13 STREET,-73.980032,40.729629
1004010057,513 EAST 5 STREET,-73.983552,40.724743
1004020059,513 EAST 6 STREET,-73.983038,40.725317
1004040011,514 EAST 11 STREET,-73.981128,40.727949
1004050015,514 EAST 12 STREET,-73.980602,40.728531
1004000013,514 EAST 5 STREET,-73.983733,40.724349
1004010017,514 EAST 6 STREET,-73.983217,40.724915
1004060013,514F EAST 13 STREET,-73.980215,40.729206
1004060057,515 EAST 12 STREET,-73.980401,40.728949
1004070053,515 EAST 13 STREET,-73.979933,40.729587
1004010056,515 EAST 5 STREET,-73.983471,40.72471
1004020057,515 EAST 6 STREET,-73.982924,40.725258
1004040012,516 EAST 11 STREET,-73.981063,40.7279
1004050016,516 EAST 12 STREET,-73.980522,40.728497
1004060014,516 EAST 13 STREET,-73.980136,40.729172
1004070016,516 EAST 14 STREET,-73.979644,40.729633
1004000014,516 EAST 5 STREET,-73.983654,40.724316
1004010018,516 EAST 6 STREET,-73.983138,40.724882
1004060056,517 EAST 12 STREET,-73.980321,40.728916
1004070052,517 EAST 13 STREET,-73.979856,40.729554
1004010055,517 EAST 5 STREET,-73.983392,40.724676
1004040013,518 EAST 11 STREET,-73.980982,40.727866
1004050017,518 EAST 12 STREET,-73.980403,40.728447
1004060015,518 EAST 13 STREET,-73.980056,40.729139
1004000015,518 EAST 5 STREET,-73.983575,40.724282
1004010019,518 EAST 6 STREET,-73.983058,40.724848
1004050051,519 EAST 11 STREET,-73.980669,40.728226
1004060055,519 EAST 12 STREET,-73.980242,40.728882
1004010054,519 EAST 5 STREET,-73.983312,40.724643
1004020056,519 EAST 6 STREET,-73.982793,40.725215
1003990008,52 AVENUE A,-73.984594,40.723939
1004040014,520 EAST 11 STREET,-73.980883,40.727825
1004060016,520 EAST 13 STREET,-73.979976,40.729105
1004070018,520 EAST 14 STREET,-73.979392,40.729692
1004000016,520 EAST 5 STREET,-73.983495,40.724248
1004010020,520 EAST 6 STREET,-73.98298,40.724816
1004060054,521 EAST 12 STREET,-73.980162,40.728848
1004010053,521 EAST 5 STREET,-73.983231,40.724609
1004020055,521 EAST 6 STREET,-73.982715,40.725182
1004040016,522 EAST 11 STREET,-73.980767,40.727774
1004050019,522 EAST 12 STREET,-73.980287,40.728398
1004060017,522 EAST 13 STREET,-73.979898,40.729072
1004000017,522 EAST 5 STREET,-73.983417,40.724215
1004010021,522 EAST 6 STREET,-73.9829,40.724782
1004060053,523 EAST 12 STREET,-73.980079,40.728813
1004010052,523 EAST 5 STREET,-73.983153,40.724576
1004020054,523 EAST 6 STREET,-73.982637,40.725149
1004050020,524 EAST 12 STREET,-73.98021,40.728366
1004060018,524 EAST 13 STREET,-73.97982,40.729039
1004000018,524 EAST 5 STREET,-73.983348,40.724186
1004010022,524 EAST 6 STREET,-73.982821,40.724749
1004010051,525 EAST 5 STREET,-73.983074,40.724543
1004020053,525 EAST 6 STREET,-73.98256,40.725117
1004040017,526 EAST 11 STREET,-73.980678,40.727719
1004050021,526 EAST 12 STREET,-73.980132,40.728333
1004060019,526 EAST 13 STREET,-73.979741,40.729006
1004070022,526 EAST 14 STREET,-73.979273,40.729642
1004000019,526 EAST 5 STREET,-73.983286,40.72416
1004010023,526 EAST 6 STREET,-73.982742,40.724716
1004060050,527 EAST 12 STREET,-73.979888,40.728733
1004070047,527 EAST 13 STREET,-73.97954,40.729421
1004010050,527 EAST 5 STREET,-73.982995,40.724509
1004020052,527 EAST 6 STREET,-73.98248,40.725083
1004040018,528 EAST 11 STREET,-73.980531,40.727676
1004050022,528 EAST 12 STREET,-73.980052,40.7283
1004060020,528 EAST 13 STREET,-73.979663,40.728972
1004070122,528 EAST 14 STREET,-73.979157,40.729593
1004000020,528 EAST 5 STREET,-73.983223,40.724133
1004010024,528 EAST 6 STREET,-73.982664,40.724683
1004070046,529 EAST 13 STREET,-73.979382,40.729354
1004010049,529 EAST 5 STREET,-73.982915,40.724476
1004020051,529 EAST 6 STREET,-73.982398,40.725049
1003860010,53 AVENUE B,-73.982363,40.723083
1003870040,53 AVENUE C,-73.980357,40.722494
1003740036,53 AVENUE D,-73.977734,40.721791
1004060021,530 EAST 13 STREET,-73.979545,40.728922
1004070023,530 EAST 14 STREET,-73.979001,40.729527
1004000021,530 EAST 5 STREET,-73.983128,40.724093
1004050047,531 EAST 11 STREET,-73.980316,40.728077
1004060048,531 EAST 12 STREET,-73.97973,40.728666
1004070045,531 EAST 13 STREET,-73.979305,40.729322
1004010048,531 EAST 5 STREET,-73.982838,40.724444
1004020050,531 EAST 6 STREET,-73.982319,40.725016
1004050024,532 EAST 12 STREET,-73.979767,40.72818
1004010026,532 EAST 6 STREET,-73.982507,40.724617
1004050046,533 EAST 11 STREET,-73.980237,40.728043
1004070044,533 EAST 13 STREET,-73.979226,40.729288
1004010047,533 EAST 5 STREET,-73.982762,40.724412
1004020049,533 EAST 6 STREET,-73.982241,40.724983
1004040021,534 EAST 11 STREET,-73.980374,40.727609
1004070025,534 EAST 14 STREET,-73.978882,40.729477
1004000023,534 EAST 5 STREET,-73.983037,40.724054
1004010027,534 EAST 6 STREET,-73.98243,40.724591
1004050045,535 EAST 11 STREET,-73.980157,40.728009
1004060047,535 EAST 12 STREET,-73.979612,40.728616
1004070043,535 EAST 13 STREET,-73.979147,40.729255
1004010046,535 EAST 5 STREET,-73.982579,40.724335
1004020048,535 EAST 6 STREET,-73.982161,40.724949
1004060023,536 EAST 13 STREET,-73.979426,40.728873
1004070026,536 EAST 14 STREET,-73.978803,40.729443
1004000024,536 EAST 5 STREET,-73.982945,40.724016
1004010028,536 EAST 6 STREET,-73.982365,40.724567
1004050044,537 EAST 11 STREET,-73.980079,40.727976
1004060046,537 EAST 12 STREET,-73.979534,40.728583
1004070042,537 EAST 13 STREET,-73.979069,40.729222
1004020047,537 EAST 6 STREET,-73.982073,40.724912
1004040023,538 EAST 11 STREET,-73.980233,40.72755
1004060024,538 EAST 13 STREET,-73.979285,40.728813
1004070027,538 EAST 14 STREET,-73.978724,40.72941
1004010029,538 EAST 6 STREET,-73.982303,40.724526
1004060045,539 EAST 12 STREET,-73.979461,40.728552
1004070041,539 EAST 13 STREET,-73.97899,40.729188
1004020045,539 EAST 6 STREET,-73.981953,40.724862
1003740001,54 AVENUE C,-73.979877,40.722287
1004070028,540 EAST 14 STREET,-73.978645,40.729377
1004000026,540 EAST 5 STREET,-73.982819,40.723962
1004010030,540 EAST 6 STREET,-73.982221,40.724491
1004050042,541 EAST 11 STREET,-73.979968,40.727932
1004060044,541 EAST 12 STREET,-73.979398,40.728526
1004070040,541 EAST 13 STREET,-73.97891,40.729155
1004040025,542 EAST 11 STREET,-73.980113,40.727499
1004000031,542 EAST 5 STREET,-73.982531,40.723808
1004050041,543 EAST 11 STREET,-73.979867,40.727887
1004060042,543 EAST 12 STREET,-73.979312,40.72849
1004070039,543 EAST 13 STREET,-73.978832,40.729121
1004010042,543 EAST 5 STREET,-73.982393,40.724257
1004020044,543 EAST 6 STREET,-73.98185,40.724819
1004040026,544 EAST 11 STREET,-73.980035,40.727467
1004050029,544 EAST 12 STREET,-73.979445,40.728107
1004050039,545 EAST 11 STREET,-73.979772,40.727847
1004070038,545 EAST 13 STREET,-73.978795,40.729016
1004040027,546 EAST 11 STREET,-73.979956,40.727433
1004060027,546 EAST 13 STREET,-73.979098,40.728785
1004060040,547 EAST 12 STREET,-73.979212,40.728428
1004060029,548 EAST 13 STREET,-73.979002,40.728737
1003870001,55 AVENUE B,-73.981617,40.723694
1003870037,55 AVENUE C,-73.980273,40.722609
1003740034,55 AVENUE D,-73.977679,40.721867
1004060039,551 EAST 12 STREET,-73.979121,40.728274
